"Município","Unidade Gestora","Ano","Nº da Conta","Tipo da Conta","Descrição da Conta","Código do Banco","Nome do Banco","Nº da Agência","Extrato","Débito","Crédito","Conciliado","no_key","Extrato","Mês/Ano"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000164569","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","CONTA APLICACAO ACOES DO COVID NO SUAS PARA EPI             ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000164569","Conta Corrente","CONTA CORRENTE ACOES DO COVID NO SUAS PARA EPI              ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000163295","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","CONTA INVESTIMENTO COFINANCIAMENTO DO ESTADO                ","001","BCO DO BRASIL S.A.","010324","32166.54","0","0","32166.54","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000163295","Conta Corrente","CONTA CORRENTE COFINANCIAMENTO DO ESTADO                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000160857","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","CONTA CORRENTE IPI (aplicacao)                              ","001","BCO DO BRASIL S.A.","010324","570.01","0","0","570.01","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000160857","Conta Corrente","CONTA CORRENTE IPI                                          ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000158496","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","CFM-PRD.MINERAL CORRENTE - aplicacao                        ","001","BCO DO BRASIL S.A.","010324","1829.55","0","0","1829.55","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000158496","Conta Corrente","CFM-PRD.MINERAL CORRENTE                                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157929","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","FMS INVEST SUS APLICACAO                                    ","001","BCO DO BRASIL S.A.","010324","1534817.66","0","0","1534817.66","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157929","Conta Corrente","FMS INVEST SUS                                              ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000015783X","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","FMS CUSTEIO SUS-APLICACAO                                   ","001","BCO DO BRASIL S.A.","010324","154036.59","0","0","154036.59","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000015783X","Conta Corrente","FMS CUSTEIO SUS                                             ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157791","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","PAR-BRINQ PROINFANCIA-APLICACAO.                            ","001","BCO DO BRASIL S.A.","010324","34006.07","0","0","34006.07","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157791","Conta Corrente","PAR-BRINQ PROINFANCIA-CORRENTE                              ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157783","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","ONIBUS PRONACAMPO-CAMINHO DA ESCOLA-APLICACAO.              ","001","BCO DO BRASIL S.A.","010324","0.94","0","0","0.94","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000157783","Conta Corrente","ONIBUS PRONACAMPO-CAMINHO DA ESCOLA-CORRENTE                ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000156477","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","SBPC ESCOLA APLICACAO                                       ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000156477","Conta Corrente","SBPC ESCOLA                                                 ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000155802","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","CRIANCA FELIZ (APLICACAO)                                   ","001","BCO DO BRASIL S.A.","010324","29561.51","0","0","29561.51","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000155802","Conta Corrente","CRIANCA FELIZ                                               ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000015444X","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","INFRAESTRUTURA ESCOLAR - PAR EQUIPAMENTO                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000015444X","Conta Corrente","INFRAESTRUTURA ESCOLAR - PAR EQUIPAMENTO                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000151165","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","PSB FNAS (APLICACAO)                                        ","001","BCO DO BRASIL S.A.","010324","3785.94","0","0","3785.94","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000151165","Conta Corrente","PSB FNAS Conta Corrente                                     ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000151106","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","BL GBF-GESTAO BOLSA FAMILIA (APLICACAO)                     ","001","BCO DO BRASIL S.A.","010324","13775.26","0","0","13775.26","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000151106","Conta Corrente","BL GBF-GESTAO BOLSA FAMILIA                                 ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000014360X","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","PAC I - QUADRA ESPORTIVA (APLICACAO)                        ","001","BCO DO BRASIL S.A.","010324","124509.47","0","0","124509.47","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000014360X","Conta Corrente","PAC I - QUADRA ESPORTIVA                                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000128082","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","C/C 12.808-2  FUNARTE/INSTRUM. MUSICAIS (APLICACAO          ","001","BCO DO BRASIL S.A.","010324","0.79","0","0","0.79","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000128082","Conta Corrente","C/C 12.808-2  FUNARTE/INSTRUM. MUSICAIS                     ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000112054","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","11.205-4-MERENDA ESCOLAR (APLICACAO)                        ","001","BCO DO BRASIL S.A.","010324","98445.83","0","0","98445.83","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000112054","Conta Corrente","11.205-4-MERENDA ESCOLAR                                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000099481","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","9.948-1 SIMPL NAC (APLICACAO)                               ","001","BCO DO BRASIL S.A.","010324","4424.96","0","0","4424.96","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000099481","Conta Corrente","9.948-1 SIMPL NAC                                           ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000096520","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","9.652-0 FUNDEB (APLICACAO)                                  ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000096520","Conta Corrente","9.652-0 FUNDEB                                              ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000008249X","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","8.249-X CIDE (APLICACAO)                                    ","001","BCO DO BRASIL S.A.","010324","7291.37","0","0","7291.37","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000008249X","Conta Corrente","8.249-X CIDE                                                ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000082198","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","8.219-8 PNATE (APLICACAO)                                   ","001","BCO DO BRASIL S.A.","010324","3531.99","0","0","3531.99","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000082198","Conta Corrente","8.219-8 PNATE                                               ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000081388","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","8.138-8 QMSE (APLICACAO)                                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000081388","Conta Corrente","8.138-8 QMSE                                                ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000070424","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","7.042-4 IPVA (APLICACAO)                                    ","001","BCO DO BRASIL S.A.","010324","6387.58","0","0","6387.58","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000070424","Conta Corrente","7.042-4 IPVA                                                ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000070335","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","7.033-5 ICMS (APLICACAO)                                    ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000070335","Conta Corrente","7.033-5 ICMS                                                ","001","BCO DO BRASIL S.A.","010324","0","162.34","0","162.34","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000067172","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","6.717-2 FEP LEI ESP 7525 (APLICACAO)                        ","001","BCO DO BRASIL S.A.","010324","40104.65","0","0","40104.65","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000067172","Conta Corrente","6.717-2 FEP LEI ESP 7525                                    ","001","BCO DO BRASIL S.A.","010324","0","30","0","30","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000063045","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","6.304-5 CIATA (APLICACAO)                                   ","001","BCO DO BRASIL S.A.","010324","3258.93","0","0","3258.93","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000063045","Conta Corrente","6.304-5 CIATA                                               ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000005416X","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","5.416-X PDDE (APLICACAO)                                    ","001","BCO DO BRASIL S.A.","010324","5627.06","0","0","5627.06","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","000000005416X","Conta Corrente","5.416-X PDDE                                                ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000043087","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","4.308-7 FPM (APLICACAO)                                     ","001","BCO DO BRASIL S.A.","010324","10172.61","0","0","10172.61","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000043087","Conta Corrente","4.308-7 FPM                                                 ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000043079","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","4.307-9 INCRA (APLICACAO)                                   ","001","BCO DO BRASIL S.A.","010324","217.45","0","0","217.45","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000043079","Conta Corrente","4.307-9 INCRA                                               ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000003719","Conta Corrente","371-9 IPI BANCO SANTANDER                                   ","033","BCO SANTANDER (BRASIL) S.A.","004185","453.05","0","0","453.05","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Prefeitura Municipal de Bonito de Santa Fé","2026","0000000000000","Conta Corrente","Tesouraria - CAIXA                                          ","000","Conta Caixa","000000","6578.53","0","0","6578.53","08924037000118","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000001190008","Conta Corrente - Fopag","FOPAG TEMP                                                  ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","02739758000171","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000170909","Conta Investimento - Fundo de Investimento","C/A 17090-9 TAXA ADMINISTRATIVA - APLICAÇÃO                 ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","00000000120766","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000170909","Conta Corrente","C/C 17090-9 TAXA ADMINISTRATIVA                             ","001","BCO DO BRASIL S.A.","010324","3917.44","16.76","0","3934.2","02739758000171","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000107050","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","INST PREV SERV MUNIC BONITENSE (APLICACAO)                  ","001","BCO DO BRASIL S.A.","010324","14882952.61","0","0","14882952.61","00000000120766","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000107050","Conta Corrente","INST PREV SERV MUNIC BONITENSE                              ","001","BCO DO BRASIL S.A.","010324","0","219.27","0","219.27","02739758000171","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000107034","Conta Investimento - Outras Aplicações Financeiras de Liquidez Imediata","IPASB APOSENTADORIAS FUNCIONAIS (APLICAÇÃO)                 ","001","BCO DO BRASIL S.A.","010324","38718.49","0","0","38718.49","00000000120766","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000107034","Conta Corrente","IPASB APOSENTADORIAS FUNCIONAIS                             ","001","BCO DO BRASIL S.A.","010324","0","0","0","0","02739758000171","Baixar","052026"
"Bonito de Santa Fé","Instituto de Prev. dos Serv. Municipal Bonitense","2026","0000000000000","Conta Corrente","Tesouraria - CAIXA                                          ","000","Conta Caixa","000000","0.9","0","0","0.9","02739758000171","Baixar","052026"